STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,CDSD,CLDD,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,HDSD,HTDD,TAVG,TMAX,TMIN
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2018-07,368,289,0,0,0,31,9,54,114,1,1,74.3,87.1,61.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2018-08,598,230,0,0,0,31,9,55,100,1,0,72.4,85.6,59.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2018-09,678,80,0,0,0,29,0,50,88,4,3,67.6,79.4,55.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2018-10,731,53,0,0,0,30,0,48,89,26,22,66,78.4,53.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2018-11,755,24,0,0,0,21,1,43,90,133,107,62.2,73.3,51.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2018-12,755,0,0,0,0,10,0,36,73,418,285,55.8,65.9,45.7
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2019-01,0,0,0,0,0,7,0,35,77,723,305,55.2,64.7,45.6
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2019-02,0,0,0,0,0,0,0,34,65,1133,410,50.3,58.1,42.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2019-03,0,0,0,0,0,7,0,39,83,1400,267,56.4,66.6,46.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2019-04,15,15,0,0,0,17,0,45,89,1537,137,60.9,71.7,50.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2019-05,15,0,0,0,0,10,0,43,76,1707,170,59.5,68.2,50.8
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2019-06,40,25,0,0,0,22,0,48,89,1764,58,63.9,73.6,54.2
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2019-07,157,116,0,0,0,31,5,51,93,10,10,68.4,81.4,55.4
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2019-08,284,127,0,0,0,31,1,52,91,10,0,69.1,82.7,55.5
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2019-09,446,162,0,0,0,30,8,51,99,14,3,70.3,83.6,57
USR0000CSCI,"SANTA CRUZ ISLAND CALIFORNIA, CA US",33.9958,-119.7222,76.2,2019-10,550,104,0,0,0,30,5,45,95,64,50,66.7,81.3,52.2
